HW,CIN,COUT,KERNEL_SIZE,STRIDES,FREQ,CAT,SCALED_FREQ,SCALED_LOG_FREQ
36.0,88.0,88.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
6.0,576.0,576.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
17.0,80.0,80.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
32.0,288.0,288.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
41.0,48.0,48.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
51.0,88.0,88.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
27.0,88.0,88.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
60.0,64.0,64.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
53.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
62.0,176.0,176.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
47.0,64.0,64.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
33.0,64.0,64.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
7.0,328.0,328.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
43.0,72.0,72.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
30.0,256.0,256.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
42.0,72.0,72.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
38.0,72.0,72.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
39.0,40.0,40.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
27.0,88.0,88.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
50.0,104.0,104.0,5.0,2.0,6.0,train,0.007067137863487005,0.0060961093
42.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
52.0,72.0,72.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
13.0,720.0,720.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
25.0,288.0,288.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
27.0,288.0,288.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
46.0,32.0,32.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
41.0,72.0,72.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
10.0,288.0,288.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
17.0,64.0,64.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
40.0,144.0,144.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
16.0,104.0,104.0,7.0,1.0,12.0,train,0.01413427572697401,0.008035423
63.0,104.0,104.0,5.0,2.0,6.0,train,0.007067137863487005,0.0060961093
58.0,48.0,48.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
58.0,72.0,72.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
20.0,128.0,128.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
52.0,56.0,56.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
24.0,80.0,80.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
25.0,80.0,80.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
48.0,32.0,32.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
46.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
56.0,56.0,56.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
32.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
15.0,720.0,720.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
48.0,88.0,88.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
62.0,176.0,176.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
54.0,176.0,176.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
16.0,288.0,288.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
58.0,72.0,72.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
33.0,64.0,64.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
62.0,128.0,128.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
45.0,64.0,64.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
51.0,40.0,40.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
62.0,72.0,72.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
7.0,408.0,408.0,3.0,1.0,12.0,train,0.01413427572697401,0.008035423
15.0,160.0,160.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
37.0,80.0,80.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
46.0,128.0,128.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
21.0,144.0,144.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
50.0,128.0,128.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
16.0,104.0,104.0,3.0,1.0,12.0,train,0.01413427572697401,0.008035423
23.0,176.0,176.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
55.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
10.0,336.0,336.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
35.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
31.0,288.0,288.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
22.0,208.0,208.0,7.0,2.0,6.0,train,0.007067137863487005,0.0060961093
23.0,104.0,104.0,3.0,1.0,12.0,train,0.01413427572697401,0.008035423
23.0,160.0,160.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
61.0,32.0,32.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
51.0,88.0,88.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
47.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
53.0,176.0,176.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
8.0,136.0,136.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
50.0,32.0,32.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
60.0,48.0,48.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
7.0,720.0,720.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
34.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
46.0,64.0,64.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
57.0,104.0,104.0,7.0,2.0,6.0,train,0.007067137863487005,0.0060961093
12.0,208.0,208.0,3.0,1.0,12.0,train,0.01413427572697401,0.008035423
39.0,120.0,120.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
53.0,104.0,104.0,3.0,2.0,6.0,train,0.007067137863487005,0.0060961093
29.0,160.0,160.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
44.0,104.0,104.0,3.0,2.0,6.0,train,0.007067137863487005,0.0060961093
23.0,288.0,288.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
13.0,208.0,208.0,7.0,1.0,12.0,train,0.01413427572697401,0.008035423
19.0,232.0,232.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
23.0,360.0,360.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
56.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
55.0,80.0,80.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
38.0,64.0,64.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
18.0,360.0,360.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
32.0,72.0,72.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
4.0,464.0,464.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
41.0,120.0,120.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
57.0,40.0,40.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
42.0,32.0,32.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
54.0,128.0,128.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
58.0,144.0,144.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
54.0,88.0,88.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
61.0,64.0,64.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
26.0,168.0,168.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
38.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
28.0,256.0,256.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
57.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
24.0,64.0,64.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
51.0,64.0,64.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
32.0,360.0,360.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
57.0,144.0,144.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
46.0,64.0,64.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
4.0,408.0,408.0,7.0,1.0,12.0,train,0.01413427572697401,0.008035423
60.0,32.0,32.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
64.0,72.0,72.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
33.0,32.0,32.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
40.0,32.0,32.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
31.0,120.0,120.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
22.0,104.0,104.0,7.0,1.0,12.0,train,0.01413427572697401,0.008035423
19.0,232.0,232.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
52.0,40.0,40.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
34.0,104.0,104.0,3.0,2.0,6.0,train,0.007067137863487005,0.0060961093
17.0,360.0,360.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
58.0,64.0,64.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
32.0,168.0,168.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
27.0,136.0,136.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
32.0,128.0,128.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
60.0,80.0,80.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
33.0,80.0,80.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
37.0,88.0,88.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
52.0,104.0,104.0,5.0,2.0,6.0,train,0.007067137863487005,0.0060961093
45.0,40.0,40.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
12.0,720.0,720.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
63.0,40.0,40.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
55.0,144.0,144.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
25.0,88.0,88.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
37.0,128.0,128.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
38.0,88.0,88.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
50.0,120.0,120.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
22.0,88.0,88.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
20.0,168.0,168.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
30.0,64.0,64.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
32.0,104.0,104.0,3.0,2.0,6.0,train,0.007067137863487005,0.0060961093
64.0,88.0,88.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
18.0,80.0,80.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
9.0,288.0,288.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
57.0,32.0,32.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
51.0,128.0,128.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
40.0,48.0,48.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
49.0,144.0,144.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
54.0,120.0,120.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
26.0,144.0,144.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
59.0,64.0,64.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
4.0,464.0,464.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
57.0,72.0,72.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
47.0,80.0,80.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
30.0,168.0,168.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
32.0,40.0,40.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
23.0,64.0,64.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
43.0,128.0,128.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
60.0,56.0,56.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
14.0,160.0,160.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
50.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
57.0,64.0,64.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
25.0,88.0,88.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
30.0,64.0,64.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
41.0,144.0,144.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
35.0,144.0,144.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
32.0,128.0,128.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
29.0,128.0,128.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
23.0,168.0,168.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
34.0,144.0,144.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
32.0,56.0,56.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
44.0,48.0,48.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
60.0,48.0,48.0,5.0,1.0,3.0,train,0.0035335689317435026,0.004342956
56.0,88.0,88.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
39.0,104.0,104.0,3.0,2.0,6.0,train,0.007067137863487005,0.0060961093
28.0,360.0,360.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
34.0,64.0,64.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
18.0,120.0,120.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
40.0,56.0,56.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
64.0,176.0,176.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
24.0,360.0,360.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
18.0,136.0,136.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
60.0,88.0,88.0,7.0,1.0,3.0,train,0.0035335689317435026,0.004342956
15.0,576.0,576.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
17.0,232.0,232.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
59.0,176.0,176.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
42.0,48.0,48.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
39.0,144.0,144.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
4.0,264.0,264.0,7.0,1.0,6.0,train,0.007067137863487005,0.0060961093
55.0,72.0,72.0,3.0,1.0,3.0,train,0.0035335689317435026,0.004342956
33.0,128.0,128.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
40.0,176.0,176.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
51.0,88.0,88.0,7.0,2.0,3.0,train,0.0035335689317435026,0.004342956
57.0,88.0,88.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
37.0,80.0,80.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
8.0,328.0,328.0,3.0,2.0,3.0,train,0.0035335689317435026,0.004342956
51.0,40.0,40.0,5.0,1.0,6.0,train,0.007067137863487005,0.0060961093
