HW,CIN,COUT,KERNEL_SIZE,STRIDES,FREQ,CAT,SCALED_FREQ,SCALED_LOG_FREQ
11.0,336.0,336.0,5.0,2.0,3.0,train,0.0035335689317435026,0.004342956
7.0,408.0,408.0,7.0,1.0,12.0,train,0.01413427572697401,0.008035423
5.0,336.0,336.0,3.0,1.0,6.0,train,0.007067137863487005,0.0060961093
11.0,336.0,336.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
14.0,464.0,464.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
43.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,80.0,80.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,128.0,128.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
16.0,360.0,360.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,256.0,256.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
8.0,160.0,160.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
4.0,720.0,720.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
17.0,232.0,232.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
38.0,40.0,40.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
32.0,88.0,88.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
43.0,32.0,32.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
60.0,128.0,128.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
63.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
23.0,288.0,288.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,720.0,720.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
27.0,160.0,160.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
55.0,48.0,48.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
8.0,136.0,136.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
40.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
53.0,72.0,72.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
45.0,80.0,80.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
44.0,48.0,48.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
44.0,72.0,72.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
5.0,576.0,576.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
53.0,40.0,40.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
38.0,176.0,176.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
55.0,56.0,56.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
46.0,88.0,88.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
16.0,232.0,232.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
50.0,88.0,88.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
24.0,136.0,136.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
29.0,120.0,120.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
22.0,144.0,144.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
54.0,40.0,40.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
23.0,64.0,64.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
11.0,720.0,720.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
55.0,40.0,40.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
53.0,72.0,72.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
33.0,176.0,176.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
26.0,64.0,64.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
51.0,64.0,64.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
36.0,176.0,176.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
31.0,160.0,160.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
27.0,80.0,80.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
5.0,336.0,336.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
44.0,48.0,48.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
14.0,328.0,328.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
45.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
21.0,104.0,104.0,7.0,1.0,12.0,test,0.013937282375991344,0.00795471
32.0,144.0,144.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
58.0,40.0,40.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
34.0,120.0,120.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
40.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
60.0,104.0,104.0,7.0,2.0,6.0,test,0.006968641187995672,0.006034876
63.0,88.0,88.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
23.0,256.0,256.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
44.0,88.0,88.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
19.0,80.0,80.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
53.0,56.0,56.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
16.0,88.0,88.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
8.0,160.0,160.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
41.0,80.0,80.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,88.0,88.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,144.0,144.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
49.0,72.0,72.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
18.0,144.0,144.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
16.0,408.0,408.0,3.0,2.0,6.0,test,0.006968641187995672,0.006034876
15.0,328.0,328.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
16.0,288.0,288.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
63.0,144.0,144.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
30.0,176.0,176.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
35.0,64.0,64.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
50.0,72.0,72.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
17.0,64.0,64.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
31.0,64.0,64.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
17.0,208.0,208.0,5.0,2.0,6.0,test,0.006968641187995672,0.006034876
23.0,144.0,144.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
60.0,144.0,144.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
43.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
12.0,464.0,464.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
38.0,72.0,72.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
20.0,168.0,168.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
19.0,168.0,168.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
52.0,32.0,32.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
60.0,72.0,72.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
16.0,136.0,136.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
17.0,88.0,88.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
31.0,288.0,288.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,160.0,160.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
30.0,128.0,128.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
8.0,576.0,576.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
47.0,40.0,40.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
41.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,168.0,168.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
12.0,288.0,288.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
32.0,104.0,104.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
30.0,168.0,168.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,160.0,160.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
18.0,128.0,128.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
16.0,512.0,512.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
45.0,48.0,48.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
45.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
60.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
39.0,32.0,32.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
11.0,336.0,336.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
8.0,288.0,288.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
43.0,56.0,56.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
16.0,256.0,256.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
14.0,288.0,288.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
30.0,120.0,120.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
42.0,128.0,128.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
15.0,408.0,408.0,5.0,2.0,6.0,test,0.006968641187995672,0.006034876
30.0,360.0,360.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
31.0,80.0,80.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
50.0,144.0,144.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
11.0,512.0,512.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,80.0,80.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
7.0,264.0,264.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
36.0,64.0,64.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
32.0,208.0,208.0,5.0,2.0,6.0,test,0.006968641187995672,0.006034876
36.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
27.0,104.0,104.0,5.0,1.0,12.0,test,0.013937282375991344,0.00795471
39.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
14.0,136.0,136.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
61.0,128.0,128.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
24.0,120.0,120.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
33.0,88.0,88.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
37.0,64.0,64.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
30.0,128.0,128.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
40.0,64.0,64.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,80.0,80.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,104.0,104.0,5.0,1.0,12.0,test,0.013937282375991344,0.00795471
58.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
36.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
24.0,176.0,176.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
64.0,72.0,72.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
24.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
6.0,408.0,408.0,5.0,1.0,12.0,test,0.013937282375991344,0.00795471
37.0,32.0,32.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
57.0,64.0,64.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
7.0,328.0,328.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
58.0,128.0,128.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,232.0,232.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
9.0,720.0,720.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
35.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
40.0,32.0,32.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
37.0,32.0,32.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
9.0,328.0,328.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
38.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
14.0,576.0,576.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
55.0,32.0,32.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
30.0,232.0,232.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
46.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,128.0,128.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
39.0,40.0,40.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
26.0,288.0,288.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
14.0,232.0,232.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
62.0,88.0,88.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
61.0,104.0,104.0,5.0,2.0,6.0,test,0.006968641187995672,0.006034876
52.0,88.0,88.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
26.0,232.0,232.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,408.0,408.0,7.0,2.0,6.0,test,0.006968641187995672,0.006034876
34.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,288.0,288.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
32.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
17.0,360.0,360.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
25.0,208.0,208.0,3.0,2.0,6.0,test,0.006968641187995672,0.006034876
20.0,288.0,288.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
16.0,256.0,256.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
61.0,88.0,88.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
41.0,64.0,64.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
47.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
43.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
64.0,48.0,48.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
44.0,64.0,64.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
59.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,136.0,136.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
12.0,288.0,288.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
43.0,88.0,88.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
53.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
59.0,104.0,104.0,3.0,2.0,6.0,test,0.006968641187995672,0.006034876
38.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
20.0,144.0,144.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
47.0,40.0,40.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
26.0,136.0,136.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
29.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
50.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
38.0,88.0,88.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
6.0,328.0,328.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
11.0,160.0,160.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
47.0,88.0,88.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
16.0,136.0,136.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
15.0,264.0,264.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
27.0,120.0,120.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
14.0,256.0,256.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
